NR_OMRAD,vardear 1929,vardear 1930,vardear 1950,vardear 1960,vardear 1970,vardear 1980,vardear 1990,vardear 1995,vardear 1998,vardear 2001,vardear 2004,vardear 2007,vardear 2010,vardear 2013,vardear 2016,vardear 2019
114048,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
114052,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
114054,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
115028,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
115030,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
115032,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
117042,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
117044,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
117046,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
117048,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
117900,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
120274,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
120276,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
120282,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
120284,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
120286,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
120900,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
123067,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
123068,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
123069,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
123070,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
123071,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
123072,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
123073,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
125100,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
125102,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
125104,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
126300,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
126302,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
126305,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
126306,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
126307,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
126308,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
127316,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
127318,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
127322,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
127324,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
128314,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
128318,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
136326,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
136328,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
136330,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
136332,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
136334,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
136900,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
138308,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
138310,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
138312,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
139034,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
139036,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
139038,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
139040,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
140357,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
140358,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
160054,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
160055,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
160056,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
160058,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
160059,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
160060,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
160062,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
160064,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
162078,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
162079,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
162080,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
162081,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
162083,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
162084,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
163062,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
163063,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
163065,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
163067,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
163068,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
163070,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180104,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180105,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180106,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180107,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180108,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180109,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180110,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180111,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180112,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180113,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180114,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180116,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180117,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180119,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180120,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180124,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180125,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180126,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180127,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180128,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180130,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180132,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180134,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180136,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180137,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180138,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180139,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180140,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180142,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180143,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180144,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180146,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180148,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180150,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180152,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180154,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180156,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180158,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180160,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180162,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180164,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180166,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180168,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180170,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180172,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180174,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180176,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180178,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180180,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180181,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180182,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180184,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180186,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180188,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180191,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180192,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180193,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180194,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180195,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180196,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180198,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180200,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180202,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180204,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180206,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180208,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180210,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180212,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180214,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180216,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180218,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180220,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180222,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180224,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180225,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180226,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180228,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180229,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180230,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180232,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180233,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180235,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180236,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180238,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180240,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180241,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180244,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
180246,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180248,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180250,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180252,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
180256,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180257,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180258,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180260,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180262,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180264,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180266,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
180270,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
181346,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
181348,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
181350,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
181352,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
181354,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
181356,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
181360,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
182285,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
182286,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
182287,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
182288,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
182290,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
182291,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
182292,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
182294,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
182295,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
182297,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
182298,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
183082,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
183083,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
183084,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
183085,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
183086,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
183087,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
183088,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
183089,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
183090,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
183091,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
183092,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184090,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184092,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184093,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
184094,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184095,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184096,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184097,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184099,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184100,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184101,1230,1260,1335,1350,1365,1375,1560,1620,1700,1810,1890,1995,2210,2375,2480,2480
184102,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184103,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184104,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
184105,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
186095,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
186096,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
186098,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
186099,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
187072,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
187074,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
187076,1055,1110,1135,1145,1215,1240,1265,1385,1455,1535,1620,1645,1750,1835,2005,2005
188002,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
188004,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
188006,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
188008,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
188010,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
188011,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
188012,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
188014,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
188900,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
191016,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
191018,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
191020,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
191022,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
191024,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
191026,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
192334,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
192336,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
192337,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
192338,970,1055,1080,1100,1160,1165,1190,1290,1325,1350,1400,1430,1480,1565,1740,1740
192342,890,970,1000,1010,1025,1050,1080,1190,1240,1265,1290,1350,1400,1455,1635,1635
305100,950,1000,1050,1060,1080,1110,1160,1240,1290,1340,1380,1400,1430,1460,1490,1530
305101,950,1000,1050,1060,1080,1110,1160,1240,1290,1340,1380,1400,1430,1460,1490,1530
305900,820,850,910,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
319008,890,910,920,930,940,960,1080,1110,1120,1130,1140,1150,1160,1170,1180,1220
319010,890,910,920,930,940,960,1080,1110,1120,1130,1140,1150,1160,1170,1180,1220
319900,760,790,840,910,930,980,1080,1110,1120,1130,1140,1150,1160,1170,1180,1220
330070,900,920,950,960,990,1050,1130,1160,1200,1230,1290,1340,1390,1430,1460,1500
330072,900,920,950,960,990,1050,1130,1160,1200,1230,1290,1340,1390,1430,1460,1500
330900,900,920,950,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
331002,910,930,940,980,1010,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
331004,910,930,940,980,1010,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
331006,910,930,940,980,1010,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
331016,910,930,940,980,1010,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
331018,910,930,940,980,1010,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
331101,760,790,840,910,930,980,1080,1110,1120,1130,1140,1150,1160,1170,1180,1220
360002,760,790,840,910,930,980,1080,1110,1120,1130,1140,1150,1160,1170,1180,1220
360012,820,850,910,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
360014,820,850,910,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
360016,820,850,910,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
360018,820,850,910,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
360020,950,1000,1050,1060,1070,1110,1170,1230,1260,1270,1270,1300,1320,1320,1370,1410
360022,820,850,910,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
360024,820,850,910,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
360026,820,850,910,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
360028,820,850,910,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
380004,900,920,950,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
380006,900,920,950,960,990,1050,1130,1160,1200,1210,1250,1300,1340,1380,1420,1460
380048,900,920,950,960,990,1050,1130,1160,1200,1230,1290,1340,1390,1430,1460,1500
380050,900,920,950,960,990,1050,1130,1160,1200,1230,1290,1340,1390,1430,1460,1500
380052,900,920,950,960,990,1050,1130,1160,1200,1230,1290,1340,1390,1430,1460,1500
380054,900,920,950,960,990,1050,1130,1160,1200,1230,1290,1340,1390,1430,1460,1500
380058,900,920,950,960,990,1050,1130,1160,1200,1230,1290,1340,1390,1430,1460,1500
380062,900,920,950,960,990,1050,1130,1160,1200,1230,1290,1340,1390,1430,1460,1500
380064,900,920,950,960,990,1050,1130,1160,1200,1230,1290,1340,1390,1430,1460,1500
